759,749,579.468,2
749,736,578.836,2
736,729,577.592,5
729,723,571.815,1
685,677,532.014,4
668,657,517.087,1
657,650,516.984,1
621,614,494.909,3
614,604,473.546,1
604,598,461.517,2
598,584,459.905,2
568,557,441.833,8
557,550,441.037,2
677,668,529.485,1
550,539,416.113,6
539,534,412.737,1
521,511,393.843,2
511,504,393.333,3
497,492,367.517,1
229,219,217.206,3
198,191,186.029,1
783,777,597.15,4
148,135,131.714,1
120,108,119.137,1
179,166,168.474,7
235,229,217.794,3
108,99,115.788,10
353,342,289.182,1
99,92,115.741,2
417,406,327.176,1
426,417,330.924,2
777,766,596.673,1
650,637,507.017,3
15,1,9.64335,11
211,198,196.83,1
66,59,58.5632,2
219,211,211.403,2
92,86,65.0684,1
387,383,315.468,1
406,400,318.871,1
25,15,15.338,3
135,131,127.87,3
77,66,59.126,2
20,15,15.3976,3
492,478,367.09,2
191,185,177.903,1
46,39,45.0408,1
1,-1,2.65465,1
694,685,535.83,3
313,301,263.823,1
59,46,48.0805,6
166,153,167.71,5
39,28,25.7448,2
334,327,279.138,2
28,20,24.463,2
263,258,238.184,1
248,235,221.955,1
766,759,585.357,1
131,120,125.092,2
258,248,227.211,2
400,387,316.983,2
273,263,252.839,2
534,521,399.934,1
153,148,149.542,3
280,273,255.759,3
711,705,547.759,1
584,581,447.724,1
457,451,348.226,2
292,280,261.071,1
301,292,261.792,1
478,467,358.489,1
319,313,268.299,1
437,426,332.32,2
581,568,443.344,1
327,319,278.295,1
723,711,551.792,4
342,334,285.536,2
364,353,296.372,2
631,621,495.556,4
504,497,390.661,1
377,364,299.957,3
637,631,503.851,1
383,377,305.83,2
392,383,315.645,1
705,694,539.574,2
451,439,339.662,1
424,417,330.924,2
185,179,172.35,2
439,437,333.112,1
86,77,59.4153,1
467,457,352.79,5
