7667,7506,100.376,1
7230,7144,94.3396,1
7144,7050,93.4786,1
6869,6759,87.3927,1
6576,6446,83.2783,1
6759,6688,86.1318,2
6378,6233,81.4986,1
6131,6106,79.6578,1
5872,5791,75.0252,1
5791,5643,72.0348,1
5643,5592,70.8915,1
5592,5466,69.4121,1
5466,5396,68.9401,2
5396,5290,68.2848,1
5290,5186,66.8212,2
5186,5105,63.9288,1
5105,5025,63.7103,1
5025,4845,62.2647,1
4845,4753,61.4419,1
4818,4637,60.0313,1
4753,4637,59.6842,1
7050,6933,90.7707,2
4637,4625,57.033,1
4530,4440,54.4829,1
4625,4440,54.4079,1
7361,7230,96.013,1
4440,4363,53.2849,1
4363,4299,53.0731,1
4299,4218,52.5235,2
4218,4087,51.299,2
4087,3947,50.4995,1
4038,3904,50.3168,2
7595,7418,99.2433,1
2007,1972,19.5812,1
2597,2501,29.2302,1
1972,1799,19.0871,2
6442,6378,82.824,1
1489,1390,13.7997,1
1455,1360,12.8926,1
3343,3208,39.5366,1
7382,7230,95.9035,1
1413,1360,12.3791,1
1390,1360,12.3223,1
1650,1489,14.8166,2
1360,1234,11.7351,1
2363,2245,22.2623,1
1105,1030,9.75661,1
4065,3947,50.9103,1
2718,2597,29.8634,2
2542,2372,25.1731,1
6688,6576,84.957,1
3132,2960,34.2044,1
42,-1,0.852556,0
6183,6106,79.4934,1
341,202,2.61554,1
136,42,1.52403,101
1130,1030,10.1424,1
6446,6378,82.381,1
985,798,8.71961,1
1234,1105,10.7164,1
7418,7361,97.2892,1
6529,6446,83.3771,1
306,202,2.60443,1
170,42,2.38288,101
6007,5872,76.8302,2
1689,1650,16.7375,1
3695,3619,46.5653,1
758,674,6.82524,1
798,758,7.42772,1
1799,1689,17.3904,1
2307,2245,22.1444,1
3546,3382,40.9525,1
2301,2245,22.3973,1
2245,2107,21.2023,2
2372,2307,23.7149,1
2501,2372,24.9823,1
7506,7418,99.5674,1
2807,2718,30.0977,1
418,306,2.94202,1
2831,2718,30.512,1
2901,2807,31.2892,1
674,547,5.50212,1
547,418,3.96174,1
2960,2901,31.7763,1
3904,3752,48.5354,2
3208,3132,37.6202,1
3739,3619,47.5275,1
3382,3343,40.0498,1
7215,7144,94.4245,1
3913,3752,49.2065,1
3322,3208,39.1463,1
3576,3546,44.9754,1
952,798,8.42513,1
3619,3546,45.1331,1
6933,6869,89.614,1
202,136,1.64644,2
2107,2007,20.3369,1
3631,3546,45.3118,1
1665,1489,15.0971,2
1030,952,8.92861,1
3570,3546,45.6944,1
3752,3695,47.0447,1
6233,6131,79.732,3
6106,6007,77.8218,1
3947,3904,49.7203,2
