543,533,57526.9,92
529,514,56495.2,164
230,225,32902.3,23
225,215,32894.1,49
165,155,23650.7,198
155,150,23221.1,61
37,32,10688.2,202
237,230,32924.1,1
60,50,12227.1,96
32,19,10102.5,359
129,123,18514.8,95
188,175,30588,678
424,415,48818.6,38
123,116,18253.8,133
116,102,17747.8,108
175,165,27509.5,86
93,88,16274.5,112
329,321,41292.5,34
9,-1,196.72,1
19,14,8836.72,1024
206,195,32477.3,96
247,237,33173.1,3
501,490,54922.4,196
372,362,44278.5,5
490,478,54455.2,105
304,295,39502.7,271
50,37,11291.4,84
150,139,22017.5,545
404,393,47139.6,283
463,453,52625.8,105
102,93,16910.4,54
533,529,57055.9,75
279,266,34042.1,22
73,72,15230.3,481
14,9,8832.82,36
258,247,33634.8,45
287,279,37602.9,55
295,287,39266.8,614
354,344,43714.2,127
311,304,39564.6,46
321,311,39806.2,16
339,329,42373,253
344,339,43092.8,166
362,354,43744.3,100
382,372,44666.9,92
139,129,21642.1,47
266,258,33721.4,65
393,382,46353.5,79
412,404,48047.9,146
415,412,48310.5,141
440,424,50932.8,81
195,188,31186.8,502
449,440,51928.5,375
72,60,14929.6,161
453,449,52595.2,168
215,206,32782.3,221
88,73,15889.2,46
469,463,52659.8,5
478,469,53290.3,8
513,501,55069,77
514,513,56070.1,23
