8125,8047,57727.8,107
7904,7755,55523.2,5
7755,7646,55249.2,42
7608,7495,55013.7,162
7495,7423,54629.6,48
8317,8219,59257.7,13
7301,7169,53474.3,226
7423,7301,53759.5,349
7169,7075,51273.7,133
7075,7028,49955.1,7
7028,6891,49135.9,125
6891,6749,49106.5,228
6716,6551,47018.3,2
6551,6459,45406.1,10
6459,6387,45402.6,63
6387,6258,45353.1,159
6258,6149,45002.3,124
6149,6083,44118,95
6083,6015,43358.9,379
5938,5835,40642.9,212
5835,5741,40589.7,95
2771,2672,14951.9,162
4423,4280,29414.4,2
2672,2574,12124.8,210
1079,982,4014.34,8
445,370,1886.09,107
4280,4225,29344.1,549
4516,4423,30380.4,12
4693,4617,31982.6,83
6749,6716,48376.6,265
2304,2235,9896.67,138
2235,2114,9700.62,28
2022,1945,8730.17,10
370,221,1794.11,128
1877,1689,8220.78,146
2114,2022,8877.85,84
2822,2771,15673.7,463
4120,4007,26070.5,23
1592,1573,5231.67,6
3380,3342,20549.4,156
3126,3059,17107,133
1400,1363,4690.03,21
8477,8317,59828.5,241
3524,3380,21388.8,175
144,70,348.461,141
221,144,1107.01,7
3879,3794,25178.6,126
5177,5080,35767.7,277
8001,7904,56047.6,50
5080,5026,35297.3,187
754,657,3530.24,245
1167,1079,4191.74,57
1689,1592,6085.41,76
5288,5177,36085.1,73
5026,4926,33602.6,27
835,754,3604.38,45
2392,2304,9909.98,30
2900,2822,15996.5,115
5437,5288,36164.7,47
8047,8001,56710,91
6015,5938,42722.6,8
554,445,1913.4,17
657,554,3234.97,7
1363,1192,4353.35,2
982,835,3678.11,15
1945,1877,8280.65,384
3342,3266,19505.6,255
4817,4693,32501.5,197
1192,1167,4207.97,28
1573,1400,4745.15,62
8219,8125,57813.9,168
3266,3126,18609.5,66
3059,2900,16736.3,52
3567,3524,22072.9,150
3678,3567,22839.6,115
3794,3678,23505.1,131
7646,7608,55225.4,62
5741,5629,39191.7,79
70,-1,313.427,0
4007,3879,25264.1,292
2574,2392,11176.6,3
4225,4120,29335.1,122
4617,4516,30804.1,176
4926,4817,32642.4,81
5492,5437,38129,14
5629,5492,38577,332
