536,528,91.4043,2
530,519,90.5679,3
528,519,89.9185,2
519,507,89.057,1
507,501,87.3772,1
501,491,85.4284,1
491,479,84.1905,1
479,474,83.2087,1
474,464,81.7865,1
456,447,81.0749,1
447,444,76.8757,2
151,142,23.1813,2
185,172,28.3092,1
67,60,9.86469,1
328,318,51.1937,2
201,188,30.0504,1
269,259,39.3143,1
142,137,20.4347,1
349,345,54.7028,2
408,398,66.2017,2
137,129,18.7846,2
19,14,2.13264,1
115,112,17.7686,1
82,77,11.1675,1
513,501,87.3841,1
259,254,38.7036,1
377,367,60.6773,1
436,428,71.7787,1
214,210,32.1238,1
188,185,28.8845,2
129,115,18.3575,1
306,299,46.4973,2
14,0,2.10212,12
77,64,10.4862,1
372,359,57.3565,1
172,162,26.3502,1
299,289,44.9664,2
45,42,7.38065,3
398,384,63.2647,2
17,0,2.5812,12
112,96,17.4687,1
25,19,2.98249,1
318,306,49.587,1
64,60,9.7404,1
359,349,55.4912,1
162,151,25.6109,1
289,277,42.7866,1
35,19,3.44708,1
42,25,6.55125,1
464,456,81.3658,1
210,201,30.9763,1
337,328,51.8865,1
60,45,9.26403,1
96,91,15.4883,1
223,214,34.5757,1
235,223,34.9416,1
412,408,67.4674,1
246,235,35.6917,1
277,269,40.0034,1
91,82,13.947,1
345,337,52.2258,1
367,359,57.2222,1
0,-1,1.33643,0
254,246,38.346,1
381,372,61.0089,1
440,428,72.0343,1
384,377,62.2227,1
425,412,69.3265,1
47,42,7.55228,3
428,425,69.8283,1
444,428,71.7725,1
