10030,9937,58902.1,203
9891,9779,56763.4,32
9542,9408,54378.6,66
9289,9143,53480.8,101
9143,9016,51840.2,110
9016,9006,51085.9,14
8726,8625,50015.6,102
9006,8877,50388.8,66
8625,8585,49751.6,13
8585,8421,49120.3,88
8062,7961,47073.8,51
9358,9289,53774.7,269
7961,7918,45971.4,149
7918,7812,45694.9,49
7812,7671,44764.7,349
7671,7571,44470.6,40
7488,7358,41915,202
7358,7291,40883.3,176
7291,7137,39821.4,402
7137,7115,38720.8,1
7115,6975,36311.6,28
6975,6889,36306.8,86
6772,6715,35722.4,99
6715,6545,35466.9,103
6449,6337,34291.5,70
8877,8726,50307.1,39
6337,6333,33850.8,137
6333,6190,33425.8,357
8421,8346,49014.4,136
6008,5862,29783,37
5862,5789,29510.9,44
5789,5654,29293.2,36
2715,2617,11450.9,167
2346,2192,9440.94,79
6545,6449,34930.5,70
576,412,2972.88,25
2192,2086,9430.24,14
2086,1999,8961.59,13
6046,6008,30349.5,49
2617,2545,10439.7,4
670,576,3120.68,26
6190,6046,32608.9,108
1999,1967,8866.39,174
2545,2418,9655.1,32
2418,2346,9638.47,2
9937,9891,57858.1,10
6889,6772,36131.9,48
412,355,2826.69,9
3598,3472,15564.8,10
1587,1498,6647.83,1
355,205,2668.84,225
1498,1407,5686.44,33
1967,1864,8800.37,124
2852,2715,12747.1,172
8346,8224,48502.2,70
4917,4804,21713.8,101
1213,1167,4629.49,52
3898,3853,17444.6,213
8224,8121,47740.7,33
2890,2852,13098.4,207
96,-1,458.998,1
1864,1780,7847.18,85
733,670,3280.62,26
9779,9605,56693.3,366
3683,3598,15630.5,11
4037,3898,17585.9,106
4804,4701,21333.9,203
5203,5129,23540.5,24
1167,1050,4611.15,74
4534,4385,19381.5,192
1359,1213,5483.02,6
7571,7488,42175.3,171
205,129,2634,140
5574,5541,28783.7,53
901,882,3854.36,1
1050,901,4377.12,84
8121,8062,47280.8,215
882,733,3299.27,29
3203,3115,14699.7,56
3317,3203,14814.7,178
3399,3317,15422.1,15
3472,3399,15482.4,102
3853,3683,16853.9,10
4111,4037,18027.5,27
1780,1587,7090.96,133
129,96,1286.69,169
4701,4582,20718.7,11
4341,4173,18139.1,13
3115,3030,13475.1,7
4385,4341,19274.8,5
9408,9358,54232.3,54
1407,1359,5678.75,150
4582,4534,19437.2,17
4951,4917,22134.4,57
9605,9542,56531.8,25
5541,5393,25178.4,105
5129,4951,22305,63
3030,2890,13132.4,56
4173,4111,18109.1,79
5316,5203,24188.7,182
5393,5316,24820.8,125
5654,5574,28961.4,616
