10030,9937,58902.4,203
9891,9779,56763.2,32
9542,9408,54378.5,66
9289,9143,53480.8,101
9143,9016,51840.4,110
9016,9006,51085.5,14
8726,8625,50015.9,102
9006,8877,50388.9,66
8625,8585,49751.5,13
8585,8421,49120.3,88
8062,7961,47073.3,51
9358,9289,53775.5,269
7961,7918,45971.7,149
7918,7812,45694.7,49
7812,7671,44765.5,349
7671,7571,44470.3,40
7488,7358,41915.8,202
7358,7291,40883.6,176
7291,7137,39821.9,402
7137,7115,38720.9,1
7115,6975,36311.4,28
6975,6889,36306.1,86
6772,6715,35721.9,99
6715,6545,35466.8,103
6449,6337,34291.7,70
8877,8726,50307.3,39
6337,6333,33851.4,137
6333,6190,33426.6,357
8421,8346,49014.2,136
6008,5862,29782.9,37
5862,5789,29510.5,44
5789,5654,29293.1,36
2715,2617,11450.7,167
2346,2192,9440.97,79
6545,6449,34930.5,70
576,412,2972.81,25
2192,2086,9429.84,14
2086,1999,8961.49,13
6046,6008,30349.1,49
2617,2545,10439.6,4
670,576,3120.38,26
6190,6046,32608.6,108
1999,1967,8866.66,174
2545,2418,9654.87,32
2418,2346,9638.5,2
9937,9891,57857.7,10
6889,6772,36132.1,48
412,355,2826.7,9
3598,3472,15564.6,10
1587,1498,6647.43,1
355,205,2669.13,225
1498,1407,5686.08,33
1967,1864,8800.92,124
2852,2715,12746.7,172
8346,8224,48501.9,70
4917,4804,21713.7,101
1213,1167,4628.95,52
3898,3853,17445.2,213
8224,8121,47740.8,33
2890,2852,13099,207
96,-1,458.838,1
1864,1780,7847.28,85
733,670,3280.76,26
9779,9605,56693.7,366
3683,3598,15630,11
4037,3898,17585.9,106
4804,4701,21333.8,203
5203,5129,23540.4,24
1167,1050,4611.16,74
4534,4385,19382,192
1359,1213,5482.96,6
7571,7488,42175.5,171
205,129,2634.29,140
5574,5541,28783.8,53
901,882,3854.08,1
1050,901,4376.75,84
8121,8062,47281.1,215
882,733,3298.88,29
3203,3115,14699.1,56
3317,3203,14814.6,178
3399,3317,15421.7,15
3472,3399,15481.8,102
3853,3683,16853.8,10
4111,4037,18027.1,27
1780,1587,7091.32,133
129,96,1286.91,169
4701,4582,20718.3,11
4341,4173,18139.4,13
3115,3030,13474.9,7
4385,4341,19274.4,5
9408,9358,54232.5,54
1407,1359,5678.97,150
4582,4534,19437.1,17
4951,4917,22134.1,57
9605,9542,56531.7,25
5541,5393,25177.7,105
5129,4951,22304.7,63
3030,2890,13132.4,56
4173,4111,18108.7,79
5316,5203,24188.9,182
5393,5316,24821,125
5654,5574,28962.3,616
